Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202008,09,085000,003,    ,00000 ,10100 ,9301 ,278,25540, , ,06013      ,1,1,8,Burlington town,17,17,5183594,1,2,400000,3,11,1996500,0,0,0,17,17,5183594,1,2,400000,3,11,1996500,0,0,0
202008,09,097000,003,    ,00000 ,12270 ,10292 ,278,25540, , ,06022      ,1,1,8,Canton town,7,7,2603571,0,0,0,0,0,0,0,0,0,7,7,2603571,0,0,0,0,0,0,0,0,0
202008,09,105000,009,    ,00000 ,14160 ,29261 ,408,35300, , ,06410      ,1,1,8,Cheshire town,17,17,3894095,0,0,0,0,0,0,0,0,0,17,17,3894095,0,0,0,0,0,0,0,0,0
202008,09,109000,007,    ,00000 ,14300 ,3994 ,278,25540, , ,06412      ,1,1,5,Chester town,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,160000,0,0,0,0,0,0,0,0,0
202008,09,113000,007,    ,00000 ,15350 ,13260 ,278,25540, , ,06413      ,1,1,8,Clinton town,9,9,1726500,0,0,0,0,0,0,0,0,0,9,9,1726500,0,0,0,0,0,0,0,0,0
202008,09,121000,011,    ,00000 ,15910 ,16068 ,278,35980, , ,06415      ,1,1,4,Colchester town,12,12,2909256,1,2,292000,0,0,0,0,0,0,7,7,1568485,0,0,0,0,0,0,0,0,0
202008,09,129000,013,    ,00000 ,16400 ,5485 ,278,25540, , ,06237      ,1,1,0,Columbia town,1,1,226250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,137000,013,    ,00000 ,17800 ,12435 ,278,25540, , ,062383615  ,1,1,8,Coventry town,13,13,2748892,0,0,0,0,0,0,0,0,0,13,13,2748892,0,0,0,0,0,0,0,0,0
202008,09,141000,007,    ,00000 ,18080 ,14005 ,278,25540, , ,06416      ,1,1,0,Cromwell town,7,7,1980972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,145000,001,0230,18430 ,18500 ,80893 ,408,14860,2,1,06810      ,1,1,8,Danbury,66,66,17432786,0,0,0,0,0,0,1,100,1200000,66,66,17432786,0,0,0,0,0,0,1,100,1200000
202008,09,157000,001,    ,00000 ,18850 ,20732 ,408,14860, , ,06820      ,1,1,8,Darien town,12,12,13441000,0,0,0,0,0,0,0,0,0,12,12,13441000,0,0,0,0,0,0,0,0,0
202008,09,161000,007,    ,00000 ,19130 ,4629 ,278,25540, , ,06417      ,1,1,7,Deep River town,3,3,1008000,0,0,0,0,0,0,0,0,0,3,3,1008000,0,0,0,0,0,0,0,0,0
202008,09,169000,007,    ,00000 ,20810 ,7388 ,278,25540, , ,06422      ,1,1,8,Durham town,3,3,914080,0,0,0,0,0,0,0,0,0,3,3,914080,0,0,0,0,0,0,0,0,0
202008,09,173000,003,    ,00000 ,22070 ,5148 ,278,25540, , ,06026      ,1,1,8,East Granby town,1,1,500000,0,0,0,0,0,0,0,0,0,1,1,500000,0,0,0,0,0,0,0,0,0
202008,09,177000,007,    ,00000 ,22280 ,9126 ,278,25540, , ,064690000  ,1,1,8,East Haddam town,4,4,1103040,0,0,0,0,0,0,0,0,0,4,4,1103040,0,0,0,0,0,0,0,0,0
202008,09,181000,007,    ,00000 ,22490 ,12959 ,278,25540, , ,064241002  ,1,1,0,East Hampton town,11,11,1877366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,185000,003,    ,00000 ,22630 ,51252 ,278,25540, ,1,06108      ,1,1,6,East Hartford town,4,4,707100,0,0,0,0,0,0,0,0,0,2,2,332100,0,0,0,0,0,0,0,0,0
202008,09,193000,011,    ,00000 ,23400 ,19159 ,278,35980, , ,06357      ,1,1,8,East Lyme town,10,10,3817000,0,0,0,0,0,0,5,31,5634538,10,10,3817000,0,0,0,0,0,0,5,31,5634538
202008,09,197000,003,    ,00000 ,24800 ,11162 ,278,25540, , ,06016      ,1,1,8,East Windsor town,7,7,1163770,0,0,0,0,0,0,0,0,0,7,7,1163770,0,0,0,0,0,0,0,0,0
202008,09,205000,001,    ,00000 ,23890 ,7490 ,408,14860, , ,06612      ,1,1,8,Easton town,5,5,2294083,0,0,0,0,0,0,0,0,0,5,5,2294083,0,0,0,0,0,0,0,0,0
202008,09,209000,013,    ,00000 ,25360 ,15602 ,278,25540, , ,06029      ,1,1,0,Ellington town,25,25,5263710,0,0,0,0,0,0,7,46,5645580,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,213000,003,    ,00000 ,25990 ,44654 ,278,25540, , ,06082      ,1,1,3,Enfield town,1,1,185000,0,0,0,0,0,0,5,27,2580168,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,217000,007,    ,00000 ,26270 ,6683 ,278,25540, , ,064261167  ,1,1,8,Essex town,5,5,2603000,0,0,0,0,0,0,0,0,0,5,5,2603000,0,0,0,0,0,0,0,0,0
202008,09,221000,001,    ,00000 ,26620 ,59404 ,408,14860, , ,06824      ,1,1,8,Fairfield town,22,22,11040445,6,12,3532740,0,0,0,1,90,11805505,22,22,11040445,6,12,3532740,0,0,0,1,90,11805505
202008,09,225000,003,    ,00000 ,27600 ,25340 ,278,25540, , ,06032      ,1,1,8,Farmington town,10,10,2417790,0,0,0,1,4,529870,1,6,656370,10,10,2417790,0,0,0,1,4,529870,1,6,656370
202008,09,229000,007,0340,27810 ,57320 ,43 ,278,25540, , ,06475      ,1,1,7,Fenwick borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,237000,003,    ,00000 ,31240 ,34427 ,278,25540, , ,06033      ,1,1,8,Glastonbury town,21,21,6553025,0,0,0,0,0,0,0,0,0,21,21,6553025,0,0,0,0,0,0,0,0,0
202008,09,245000,003,    ,00000 ,32640 ,11282 ,278,25540, , ,06035      ,1,1,7,Granby town,9,9,1502647,0,0,0,0,0,0,1,26,1642000,8,8,1339459,0,0,0,0,0,0,1,26,1642000
202008,09,249000,001,    ,00000 ,33620 ,61171 ,408,14860, , ,06830      ,1,1,5,Greenwich town,48,48,52079746,0,0,0,0,0,0,2,10,6111112,13,13,14823200,0,0,0,0,0,0,0,0,0
202008,09,253000,011,    ,00000 ,33900 ,8464 ,278,35980,2, ,06351      ,1,1,8,Griswold town,7,7,1274469,0,0,0,0,0,0,0,0,0,7,7,1274469,0,0,0,0,0,0,0,0,0
202008,09,273000,007,    ,00000 ,35230 ,8346 ,278,25540, , ,06438      ,1,1,8,Haddam town,4,4,845000,0,0,0,0,0,0,0,0,0,4,4,845000,0,0,0,0,0,0,0,0,0
202008,09,285000,003,0400,37000 ,37070 ,124775 ,278,25540,2,1,06103      ,1,1,0,Hartford,6,6,807078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,289000,003,    ,00000 ,37140 ,2114 ,278,25540, , ,06035      ,1,1,7,Hartland town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,297000,013,    ,00000 ,37910 ,9686 ,278,25540, , ,06248      ,1,1,0,Hebron town,9,9,2814011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,305000,005,    ,00000 ,40290 ,2979 ,999,99999, , ,06757      ,1,1,8,Kent town,5,5,8158272,0,0,0,0,0,0,0,0,0,5,5,8158272,0,0,0,0,0,0,0,0,0
202008,09,313000,007,    ,00000 ,40710 ,6525 ,278,25540, , ,06419      ,1,1,8,Killingworth town,6,6,1860000,0,0,0,0,0,0,0,0,0,6,6,1860000,0,0,0,0,0,0,0,0,0
202008,09,317000,011,    ,00000 ,42390 ,7308 ,278,35980, , ,062491506  ,1,1,8,Lebanon town,4,4,1194600,0,0,0,0,0,0,0,0,0,4,4,1194600,0,0,0,0,0,0,0,0,0
202008,09,337000,011,    ,00000 ,44210 ,2406 ,278,35980, , ,06371      ,1,1,8,Lyme town,5,5,1326635,0,0,0,0,0,0,0,0,0,5,5,1326635,0,0,0,0,0,0,0,0,0
202008,09,345000,003,    ,00000 ,44700 ,58241 ,278,25540, , ,06040      ,1,1,8,Manchester town,13,13,2592760,2,4,242000,0,0,0,1,13,801000,13,13,2592760,2,4,242000,0,0,0,1,13,801000
202008,09,349000,013,    ,00000 ,44910 ,26543 ,278,25540, , ,06268      ,1,1,8,Mansfield town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,353000,003,    ,00000 ,45820 ,6404 ,278,25540, , ,06447      ,1,1,2,Marlborough town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,365000,007,    ,00000 ,47080 ,4425 ,278,25540, , ,06455      ,1,1,8,Middlefield town,6,6,1822000,0,0,0,0,0,0,0,0,0,6,6,1822000,0,0,0,0,0,0,0,0,0
202008,09,369000,007,0520,47290 ,47360 ,47648 ,278,25540,2,1,06457      ,1,1,8,Middletown,11,11,1761775,0,0,0,0,0,0,0,0,0,11,11,1761775,0,0,0,0,0,0,0,0,0
202008,09,377000,009,    ,00000 ,47535 ,52759 ,408,35300,2,1,06460      ,1,1,0,Milford town,20,20,3307437,0,0,0,0,0,0,8,81,5136702,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,381000,001,    ,00000 ,48620 ,19479 ,408,14860, , ,06468      ,1,1,8,Monroe town,3,3,983321,0,0,0,0,0,0,0,0,0,3,3,983321,0,0,0,0,0,0,0,0,0
202008,09,397000,003,0580,50370 ,50440 ,73206 ,278,25540,2, ,06051      ,1,1,8,New Britain,2,2,310000,0,0,0,0,0,0,0,0,0,2,2,310000,0,0,0,0,0,0,0,0,0
202008,09,401000,001,    ,00000 ,50580 ,19738 ,408,14860, , ,06840      ,1,1,8,New Canaan town,9,9,11584000,0,0,0,0,0,0,0,0,0,9,9,11584000,0,0,0,0,0,0,0,0,0
202008,09,405000,001,    ,00000 ,50860 ,13881 ,408,14860, , ,06812      ,1,1,1,New Fairfield town,5,5,1750812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,413000,009,0600,52000 ,52070 ,129779 ,408,35300,2,1,06510      ,1,1,8,New Haven,13,13,1000000,11,22,2110000,0,0,0,10,700,34814895,13,13,1000000,11,22,2110000,0,0,0,10,700,34814895
202008,09,417000,011,0620,52280 ,52350 ,27620 ,278,35980,2,1,06320      ,1,1,2,New London,20,20,3524595,1,2,194000,0,0,0,0,0,0,1,1,380000,1,2,194000,0,0,0,0,0,0
202008,09,425000,003,    ,00000 ,52140 ,30562 ,278,25540, , ,06111      ,1,1,7,Newington town,4,4,903490,0,0,0,0,0,0,0,0,0,4,4,903490,0,0,0,0,0,0,0,0,0
202008,09,433000,001,    ,00000 ,52980 ,25619 ,408,14860,2, ,06470      ,1,1,8,Newtown town,24,24,6341584,1,2,125000,0,0,0,1,6,335000,24,24,6341584,1,2,125000,0,0,0,1,6,335000
202008,09,457000,001,0720,55990 ,56060 ,85603 ,408,14860,2,1,068565125  ,1,1,3,Norwalk,9,9,7807996,0,0,0,0,0,0,5,52,14361445,2,2,1925000,0,0,0,0,0,0,0,0,0
202008,09,461000,011,0730,56200 ,56270 ,40493 ,278,35980,2,1,06360      ,1,1,8,Norwich,2,2,425000,0,0,0,0,0,0,2,60,1919000,2,2,425000,0,0,0,0,0,0,2,60,1919000
202008,09,473000,007,    ,00000 ,57320 ,10199 ,278,25540, , ,06475      ,1,1,7,Old Saybrook town,8,8,2823417,0,0,0,0,0,0,0,0,0,7,7,2555447,0,0,0,0,0,0,0,0,0
202008,09,481000,009,    ,00000 ,58300 ,12683 ,408,35300, , ,06478      ,1,1,7,Oxford town,28,28,2787851,0,0,0,0,0,0,0,0,0,25,25,2307000,0,0,0,0,0,0,0,0,0
202008,09,489000,003,    ,00000 ,60120 ,17716 ,278,25540, , ,06062      ,1,1,0,Plainville town,7,7,1329253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,501000,007,    ,00000 ,61800 ,9508 ,278,25540, , ,06480      ,1,1,8,Portland town,3,3,1201000,0,0,0,0,0,0,0,0,0,3,3,1201000,0,0,0,0,0,0,0,0,0
202008,09,505000,011,    ,00000 ,62150 ,4726 ,278,35980, , ,06360      ,1,1,8,Preston town,12,12,3502986,0,0,0,0,0,0,0,0,0,12,12,3502986,0,0,0,0,0,0,0,0,0
202008,09,509000,009,    ,00000 ,62290 ,9405 ,408,35300, , ,06712      ,1,1,6,Prospect town,13,13,2161756,0,0,0,0,0,0,0,0,0,3,3,814000,0,0,0,0,0,0,0,0,0
202008,09,517000,001,    ,00000 ,63480 ,9158 ,408,14860, , ,06875      ,1,1,8,Redding town,1,1,447900,0,0,0,0,0,0,0,0,0,1,1,447900,0,0,0,0,0,0,0,0,0
202008,09,521000,001,    ,00000 ,63970 ,24638 ,408,14860, , ,06877      ,1,1,8,Ridgefield town,14,14,8554736,0,0,0,0,0,0,0,0,0,14,14,8554736,0,0,0,0,0,0,0,0,0
202008,09,525000,003,    ,00000 ,65370 ,19709 ,278,25540, , ,06067      ,1,1,8,Rocky Hill town,6,6,1487000,0,0,0,0,0,0,0,0,0,6,6,1487000,0,0,0,0,0,0,0,0,0
202008,09,553000,001,0890,68100 ,68170 ,39559 ,408,14860,2, ,06484      ,1,1,8,Shelton,33,33,6585505,0,0,0,0,0,0,5,257,25010940,33,33,6585505,0,0,0,0,0,0,5,257,25010940
202008,09,557000,001,    ,00000 ,68310 ,3581 ,408,14860, , ,06784      ,1,1,8,Sherman town,2,2,4144000,0,0,0,0,0,0,0,0,0,2,2,4144000,0,0,0,0,0,0,0,0,0
202008,09,561000,003,    ,00000 ,68940 ,23511 ,278,25540, , ,06070      ,1,1,8,Simsbury town,39,39,6578232,0,0,0,1,4,526568,2,64,7978000,39,39,6578232,0,0,0,1,4,526568,2,64,7978000
202008,09,565000,013,    ,00000 ,69220 ,11444 ,278,25540, , ,060712119  ,1,1,8,Somers town,4,4,928000,0,0,0,0,0,0,0,0,0,4,4,928000,0,0,0,0,0,0,0,0,0
202008,09,569000,003,    ,00000 ,71390 ,25709 ,278,25540, , ,06074      ,1,1,7,South Windsor town,12,12,2937475,0,0,0,0,0,0,0,0,0,9,9,2205015,0,0,0,0,0,0,0,0,0
202008,09,577000,003,    ,00000 ,70550 ,43069 ,278,25540, , ,06489      ,1,1,8,Southington town,51,51,6604380,0,0,0,0,0,0,0,0,0,51,51,6604380,0,0,0,0,0,0,0,0,0
202008,09,581000,011,    ,00000 ,71670 ,2984 ,278,35980, , ,06330      ,1,1,7,Sprague town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,589000,013,    ,00000 ,72090 ,12087 ,278,25540, , ,06076      ,1,1,8,Stafford town,5,5,1905000,0,0,0,0,0,0,0,0,0,5,5,1905000,0,0,0,0,0,0,0,0,0
202008,09,593000,001,0970,73000 ,73070 ,122643 ,408,14860,2,1,06904      ,1,1,8,Stamford,32,32,19799615,0,0,0,0,0,0,2,42,5141602,32,32,19799615,0,0,0,0,0,0,2,42,5141602
202008,09,609000,001,    ,00000 ,74190 ,51384 ,408,14860, ,1,06497      ,1,1,6,Stratford town,16,16,4239705,1,2,200000,0,0,0,2,10,636342,14,14,3708740,1,2,200000,0,0,0,0,0,0
202008,09,613000,003,    ,00000 ,74540 ,15735 ,278,25540, , ,06078      ,1,1,8,Suffield town,17,17,7083300,0,0,0,0,0,0,0,0,0,17,17,7083300,0,0,0,0,0,0,0,0,0
202008,09,625000,013,    ,00000 ,76290 ,15052 ,278,25540, , ,06084      ,1,1,8,Tolland town,8,8,2352175,0,0,0,0,0,0,0,0,0,8,8,2352175,0,0,0,0,0,0,0,0,0
202008,09,637000,001,    ,00000 ,77200 ,36018 ,408,14860, , ,06611      ,1,1,8,Trumbull town,1,1,289720,0,0,0,0,0,0,4,46,2340000,1,1,289720,0,0,0,0,0,0,4,46,2340000
202008,09,641000,013,    ,00000 ,77830 ,854 ,278,25540, , ,06076      ,1,1,8,Union town,2,2,274700,0,0,0,0,0,0,0,0,0,2,2,274700,0,0,0,0,0,0,0,0,0
202008,09,645000,013,    ,00000 ,78250 ,29179 ,278,25540, , ,06066      ,1,1,6,Vernon town,6,6,661567,0,0,0,0,0,0,5,118,5248008,5,5,535000,0,0,0,0,0,0,3,108,4507866
202008,09,649000,011,    ,00000 ,78600 ,2603 ,278,35980, , ,06384      ,1,1,7,Voluntown town,2,2,380800,0,0,0,0,0,0,0,0,0,2,2,380800,0,0,0,0,0,0,0,0,0
202008,09,653000,009,    ,00000 ,78740 ,45135 ,408,35300, , ,06492      ,1,1,0,Wallingford town,15,15,2717280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,665000,009,1090,80000 ,80070 ,110366 ,408,35300,2, ,06702      ,1,1,7,Waterbury,4,4,305000,1,2,200000,0,0,0,0,0,0,3,3,230000,1,2,200000,0,0,0,0,0,0
202008,09,677000,003,    ,00000 ,82590 ,63268 ,278,25540, , ,06107      ,1,1,0,West Hartford town,8,8,2165063,0,0,0,0,0,0,7,39,1898762,0,0,0,0,0,0,0,0,0,0,0,0
202008,09,685000,007,    ,00000 ,81680 ,6938 ,278,25540, , ,06498      ,1,1,8,Westbrook town,3,3,934625,0,0,0,0,0,0,0,0,0,3,3,934625,0,0,0,0,0,0,0,0,0
202008,09,689000,001,    ,00000 ,83430 ,10179 ,408,14860, , ,06883      ,1,1,1,Weston town,11,11,10275710,0,0,0,0,0,0,0,0,0,6,6,2677540,0,0,0,0,0,0,0,0,0
202008,09,693000,001,    ,00000 ,83500 ,26391 ,408,14860, , ,06880      ,1,1,8,Westport town,23,23,20545000,0,0,0,0,0,0,3,32,3888000,23,23,20545000,0,0,0,0,0,0,3,32,3888000
202008,09,697000,003,    ,00000 ,84900 ,26668 ,278,25540, , ,06109      ,1,1,8,Wethersfield town,3,3,840120,0,0,0,0,0,0,0,0,0,3,3,840120,0,0,0,0,0,0,0,0,0
202008,09,701000,013,    ,00000 ,85950 ,6041 ,278,25540, , ,06279      ,1,1,7,Willington town,2,2,472000,0,0,0,0,0,0,0,0,0,1,1,187000,0,0,0,0,0,0,0,0,0
202008,09,705000,001,    ,00000 ,86370 ,18062 ,408,14860, , ,06897      ,1,1,7,Wilton town,3,3,1362890,0,0,0,0,0,0,0,0,0,3,3,1362890,0,0,0,0,0,0,0,0,0
202008,09,713000,015,    ,00000 ,86790 ,25268 ,148,49340, , ,062260001  ,1,1,8,Windham town,3,3,364800,0,0,0,0,0,0,0,0,0,3,3,364800,0,0,0,0,0,0,0,0,0
202008,09,717000,003,    ,00000 ,87070 ,12498 ,278,25540, , ,06096      ,1,1,7,Windsor Locks town,2,2,356015,0,0,0,0,0,0,0,0,0,2,2,356015,0,0,0,0,0,0,0,0,0
202008,09,721000,003,    ,00000 ,87000 ,29044 ,278,25540, , ,06095      ,1,1,8,Windsor town,12,12,2053150,0,0,0,0,0,0,0,0,0,12,12,2053150,0,0,0,0,0,0,0,0,0
202008,09,725000,009,    ,00000 ,87560 ,16680 ,408,35300, , ,06716      ,1,1,2,Wolcott town,17,17,2240329,0,0,0,0,0,0,1,5,300000,5,5,685000,0,0,0,0,0,0,0,0,0
202008,09,733000,005,    ,00000 ,87910 ,9975 ,999,99999, , ,06798      ,1,1,8,Woodbury town,16,16,2750310,0,0,0,0,0,0,0,0,0,16,16,2750310,0,0,0,0,0,0,0,0,0
202008,23,002000,031,    ,00000 ,00275 ,2447 ,438,38860, , ,04001      ,1,1,0,Acton town,11,11,2110074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,23,003000,029,    ,00000 ,00380 ,1266 ,999,99999, , ,04606      ,1,1,0,Addison town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,23,005000,029,    ,00000 ,00660 ,499 ,999,99999, , ,04694      ,1,1,0,Alexander town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,23,011000,003,    ,00000 ,01220 ,238 ,999,99999,2, ,04471      ,1,1,0,Amity town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,23,015000,013,    ,00000 ,01465 ,1316 ,999,99999, , ,04862      ,1,1,2,Appleton town,4,4,692632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,23,018000,031,    ,00000 ,01605 ,4022 ,438,38860, , ,04046      ,1,1,8,Arundel town,11,11,2546000,1,2,260000,0,0,0,0,0,0,11,11,2546000,1,2,260000,0,0,0,0,0,0
202008,23,022000,001,0150,02060 ,02060 ,23055 ,438,30340, ,1,04210      ,1,1,8,Auburn,15,15,3247500,0,0,0,0,0,0,3,36,1996000,15,15,3247500,0,0,0,0,0,0,3,36,1996000
202008,23,023000,011,0200,02100 ,02100 ,19136 ,999,99999, , ,04330      ,1,1,8,Augusta,6,6,637000,2,4,320000,0,0,0,0,0,0,6,6,637000,2,4,320000,0,0,0,0,0,0
202008,23,027000,005,    ,00000 ,02655 ,1525 ,438,38860, , ,04091      ,1,1,8,Baldwin town,9,9,1445000,0,0,0,0,0,0,0,0,0,9,9,1445000,0,0,0,0,0,0,0,0,0
202008,23,029000,019,0250,02795 ,02795 ,33039 ,999,12620, ,1,04401      ,1,1,8,Bangor,16,16,3954122,8,16,2411496,1,4,536845,1,38,5108479,16,16,3954122,8,16,2411496,1,4,536845,1,38,5108479
202008,23,030000,009,    ,00000 ,02865 ,5235 ,999,99999, , ,04609      ,1,1,6,Bar Harbor town,28,28,8676337,5,10,1855000,0,0,0,0,0,0,18,18,6250412,5,10,1855000,0,0,0,0,0,0
202008,23,040000,031,    ,00000 ,04720 ,7246 ,438,38860, , ,03901      ,1,1,0,Berwick town,19,19,4410700,0,0,0,0,0,0,1,5,375000,0,0,0,0,0,0,0,0,0,0,0,0
202008,23,042000,031,0500,04860 ,04860 ,21277 ,438,38860, , ,040050586  ,1,1,0,Biddeford,12,12,2147328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202008,23,048000,023,    ,00000 ,06260 ,3061 ,438,38860, , ,042870035  ,1,1,3,Bowdoin town,11,11,1289414,0,0,0,0,0,0,0,0,0,9,9,1000000,0,0,0,0,0,0,0,0,0
202008,23,056000,005,    ,00000 ,07170 ,5210 ,438,38860, , ,040091262  ,1,1,8,Bridgton town,33,33,6271900,0,0,0,0,0,0,3,36,2314000,33,33,6271900,0,0,0,0,0,0,3,36,2314000
202008,23,058000,015,    ,00000 ,07485 ,2755 ,999,99999, , ,04539      ,1,1,8,Bristol town,11,11,3393000,0,0,0,0,0,0,0,0,0,11,11,3393000,0,0,0,0,0,0,0,0,0
202008,23,064000,005,    ,00000 ,08430 ,20278 ,438,38860, , ,04011      ,1,1,8,Brunswick town,43,43,20641163,0,0,0,0,0,0,0,0,0,43,43,20641163,0,0,0,0,0,0,0,0,0
202008,23,073000,013,    ,00000 ,09725 ,4850 ,999,99999, , ,04843      ,1,1,8,Camden town,6,6,2251000,0,0,0,0,0,0,0,0,0,6,6,2251000,0,0,0,0,0,0,0,0,0
202008,23,078000,003,1100,10565 ,10565 ,8189 ,999,99999, , ,04736      ,1,1,8,Caribou,4,4,1663000,0,0,0,0,0,0,0,0,0,4,4,1663000,0,0,0,0,0,0,0,0,0
202008,23,084000,005,    ,00000 ,11125 ,3742 ,438,38860, , ,040150060  ,1,1,6,Casco town,10,10,2013929,1,2,95000,0,0,0,0,0,0,7,7,1475000,1,2,95000,0,0,0,0,0,0
202008,23,085000,009,    ,00000 ,11265 ,1366 ,999,99999, , ,044210204  ,1,1,8,Castine town,1,1,586000,0,0,0,0,0,0,0,0,0,1,1,586000,0,0,0,0,0,0,0,0,0
202008,23,086000,003,    ,00000 ,11300 ,425 ,999,99999, , ,04757      ,1,1,6,Castle Hill town,1,1,175000,0,0,0,0,0,0,0,0,0,1,1,175000,0,0,0,0,0,0,0,0,0
202008,23,089000,003,    ,00000 ,12000 ,468 ,999,99999, , ,047570500  ,1,1,8,Chapman town,1,1,65000,0,0,0,0,0,0,0,0,0,1,1,65000,0,0,0,0,0,0,0,0,0
